id_interacao;cliente_id;canal;departamento;status;data_hora;payload_detalhes
INT-000013;CLI-17649;chat_site;Suporte Tecnico;em_andamento;2026-04-11 15:44:10;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.9.221"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 2}"
INT-000014;CLI-51186;telefone;Suporte Tecnico;pendente;2026-05-22 15:18:39;"{""duracao_chamada_seg"": 861, ""fila_espera_seg"": 258, ""protocolo"": ""7955132026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 1}"
INT-000015;CLI-66576;email;Comercial;cancelado;2026-03-20 07:06:31;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 2578, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 5.28}"
INT-000016;CLI-95088;chat_site;Suporte Tecnico;cancelado;2026-01-11 11:55:51;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.248.32"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 4}"
INT-000017;CLI-61345;chat_site;Ouvidoria;resolvido;2026-10-23 19:03:16;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.148.165"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 2}"
INT-000018;CLI-36435;whatsapp;Financeiro;pendente;2026-06-04 04:50:32;"{""numero_origem"": ""+55219248144047"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 94, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-000019;CLI-47398;telefone;Ouvidoria;em_andamento;2026-04-15 20:07:13;"{""duracao_chamada_seg"": 899, ""fila_espera_seg"": 61, ""protocolo"": ""9920412026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 1}"
INT-000020;CLI-89589;email;Ouvidoria;em_andamento;2026-09-16 13:36:18;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 2658, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 21.59}"
INT-000021;CLI-97646;email;Suporte Tecnico;em_andamento;2026-08-08 03:44:48;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 1092, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 8.22}"
INT-000022;CLI-84967;whatsapp;Ouvidoria;resolvido;2026-08-29 15:13:21;"{""numero_origem"": ""+55219684093351"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 42, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-000023;CLI-89322;whatsapp;Suporte Tecnico;cancelado;2026-02-27 17:35:41;"{""numero_origem"": ""+55719541983139"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 11, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-000024;CLI-97992;whatsapp;Suporte Tecnico;pendente;2026-01-12 15:38:07;"{""numero_origem"": ""+55419121168953"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 88, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-000025;CLI-14114;telefone;Financeiro;pendente;2026-01-26 06:15:35;"{""duracao_chamada_seg"": 121, ""fila_espera_seg"": 134, ""protocolo"": ""9520822026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 1}"
INT-000026;CLI-18630;whatsapp;Financeiro;cancelado;2026-05-13 07:17:12;"{""numero_origem"": ""+55319637473914"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 68, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-000027;CLI-74163;chat_site;Comercial;em_andamento;2026-02-02 04:22:09;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.109.13"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 8}"
INT-000028;CLI-13232;whatsapp;Suporte Tecnico;em_andamento;2026-08-10 15:18:50;"{""numero_origem"": ""+55219920096592"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 32, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-000029;CLI-36867;email;Suporte Tecnico;em_andamento;2026-01-28 13:25:08;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 3683, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 14.57}"
INT-000030;CLI-79077;chat_site;Suporte Tecnico;resolvido;2026-05-23 19:53:03;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.150.149"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 3}"
INT-000031;CLI-45078;telefone;Comercial;cancelado;2026-06-11 10:56:40;"{""duracao_chamada_seg"": 692, ""fila_espera_seg"": 142, ""protocolo"": ""4301762026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 2}"
INT-000032;CLI-46888;chat_site;Comercial;resolvido;2026-08-14 18:09:32;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.196.27"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 6}"
INT-000033;CLI-43947;telefone;Financeiro;em_andamento;2026-08-10 18:51:36;"{""duracao_chamada_seg"": 691, ""fila_espera_seg"": 150, ""protocolo"": ""5560892026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 1}"
INT-000034;CLI-78564;whatsapp;Suporte Tecnico;em_andamento;2026-08-27 15:33:15;"{""numero_origem"": ""+55219913665119"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 91, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-000035;CLI-91918;whatsapp;Ouvidoria;em_andamento;2026-10-30 10:20:11;"{""numero_origem"": ""+55419406948770"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 119, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-000036;CLI-45082;email;Comercial;cancelado;2026-11-09 22:24:42;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 2663, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 13.54}"
INT-000037;CLI-97878;chat_site;Comercial;resolvido;2026-06-23 19:05:24;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.84.31"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 8}"
INT-000038;CLI-65146;telefone;Comercial;pendente;2026-09-03 06:52:13;"{""duracao_chamada_seg"": 628, ""fila_espera_seg"": 192, ""protocolo"": ""9234692026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 3}"
INT-000039;CLI-34540;chat_site;Financeiro;resolvido;2026-09-25 21:51:23;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.92.251"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 8}"
INT-000040;CLI-58844;whatsapp;Suporte Tecnico;pendente;2026-12-18 18:11:05;"{""numero_origem"": ""+55119507509045"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 55, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-000041;CLI-24915;telefone;Comercial;cancelado;2026-09-30 01:40:14;"{""duracao_chamada_seg"": 60, ""fila_espera_seg"": 297, ""protocolo"": ""3574362026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 2}"
INT-000042;CLI-35727;whatsapp;Ouvidoria;pendente;2026-06-26 18:00:02;"{""numero_origem"": ""+55719173477397"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 150, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-000043;CLI-33026;whatsapp;Suporte Tecnico;resolvido;2026-05-16 03:47:52;"{""numero_origem"": ""+55719767664829"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 121, ""satisfacao_pre_atendimento"": 7, ""versao_whatsapp_api"": ""v18.0""}"
INT-000044;CLI-12683;whatsapp;Financeiro;cancelado;2026-10-25 06:13:39;"{""numero_origem"": ""+55219971547957"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 116, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-000045;CLI-32282;telefone;Comercial;cancelado;2026-03-03 19:05:36;"{""duracao_chamada_seg"": 770, ""fila_espera_seg"": 190, ""protocolo"": ""5733052026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 3}"
INT-000046;CLI-66430;email;Comercial;resolvido;2026-06-23 11:51:02;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 1265, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 14.4}"
INT-000047;CLI-10307;telefone;Financeiro;pendente;2026-08-29 15:10:03;"{""duracao_chamada_seg"": 403, ""fila_espera_seg"": 260, ""protocolo"": ""1206532026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 0}"
INT-000048;CLI-28153;whatsapp;Comercial;pendente;2026-02-01 20:26:22;"{""numero_origem"": ""+55219887116733"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 83, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-000049;CLI-12625;chat_site;Ouvidoria;resolvido;2026-05-28 13:51:00;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.134.22"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 3}"
INT-000050;CLI-13107;chat_site;Ouvidoria;em_andamento;2026-06-04 01:13:36;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.122.44"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 9}"
INT-000051;CLI-21649;telefone;Suporte Tecnico;pendente;2026-04-10 11:59:26;"{""duracao_chamada_seg"": 764, ""fila_espera_seg"": 159, ""protocolo"": ""7510492026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 2}"
INT-000052;CLI-63193;telefone;Comercial;em_andamento;2026-04-09 10:01:07;"{""duracao_chamada_seg"": 621, ""fila_espera_seg"": 78, ""protocolo"": ""4674422026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 1}"
INT-000053;CLI-59051;chat_site;Financeiro;pendente;2026-05-06 19:51:13;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.1.145"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 1}"
INT-000054;CLI-26127;email;Financeiro;cancelado;2026-08-27 06:34:51;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 1560, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 3.16}"
INT-000055;CLI-11006;telefone;Financeiro;em_andamento;2026-09-20 22:09:53;"{""duracao_chamada_seg"": 681, ""fila_espera_seg"": 37, ""protocolo"": ""6638192026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 2}"
INT-000056;CLI-89523;telefone;Ouvidoria;pendente;2026-04-25 00:53:44;"{""duracao_chamada_seg"": 107, ""fila_espera_seg"": 138, ""protocolo"": ""6718342026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 1}"
INT-000057;CLI-50194;email;Comercial;pendente;2026-05-08 10:19:43;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 757, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 19.17}"
INT-000058;CLI-57525;chat_site;Ouvidoria;resolvido;2026-05-26 11:45:43;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.137.214"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 7}"
INT-000059;CLI-59834;email;Suporte Tecnico;resolvido;2026-10-14 21:01:02;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 3957, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 21.77}"
INT-000060;CLI-46189;email;Ouvidoria;resolvido;2026-10-16 03:10:11;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 467, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 8.99}"
INT-000061;CLI-69914;email;Financeiro;cancelado;2026-03-11 16:15:09;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 550, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 1.44}"
INT-000062;CLI-42827;whatsapp;Suporte Tecnico;pendente;2026-03-26 13:32:41;"{""numero_origem"": ""+55419795219919"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 72, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-000063;CLI-96483;email;Comercial;pendente;2026-06-05 19:47:10;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 2853, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 22.62}"
INT-000064;CLI-57848;chat_site;Financeiro;resolvido;2026-05-16 16:06:24;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.29.11"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 1}"
INT-000065;CLI-52687;chat_site;Ouvidoria;resolvido;2026-04-20 23:10:39;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.74.71"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 10}"
INT-000066;CLI-96400;email;Ouvidoria;em_andamento;2026-03-13 06:03:55;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 800, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 4.27}"
INT-000067;CLI-40184;telefone;Comercial;cancelado;2026-08-27 06:11:53;"{""duracao_chamada_seg"": 480, ""fila_espera_seg"": 246, ""protocolo"": ""4959542026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 2}"
INT-000068;CLI-41662;chat_site;Comercial;em_andamento;2026-05-02 00:27:56;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.172.152"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 10}"
INT-000069;CLI-79618;chat_site;Financeiro;resolvido;2026-11-03 00:04:36;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.123.45"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 8}"
INT-000070;CLI-70927;email;Ouvidoria;cancelado;2026-12-03 23:39:55;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 1819, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 5.12}"
INT-000071;CLI-13735;telefone;Ouvidoria;resolvido;2026-02-02 00:17:37;"{""duracao_chamada_seg"": 240, ""fila_espera_seg"": 210, ""protocolo"": ""8631532026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 3}"
INT-000072;CLI-55121;chat_site;Ouvidoria;cancelado;2026-12-14 17:09:59;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.229.53"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 5}"
INT-000073;CLI-18127;email;Ouvidoria;cancelado;2026-01-27 11:36:47;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 1540, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 10.64}"
INT-000074;CLI-41140;email;Comercial;pendente;2026-07-31 19:26:12;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 856, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 5.07}"
INT-000075;CLI-77624;whatsapp;Ouvidoria;em_andamento;2026-05-25 20:41:09;"{""numero_origem"": ""+55219910119593"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 82, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-000076;CLI-64431;telefone;Ouvidoria;em_andamento;2026-08-05 17:28:48;"{""duracao_chamada_seg"": 387, ""fila_espera_seg"": 188, ""protocolo"": ""2417402026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 3}"
INT-000077;CLI-37620;whatsapp;Ouvidoria;cancelado;2026-02-28 17:14:13;"{""numero_origem"": ""+55719852195051"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 32, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-000078;CLI-25736;chat_site;Financeiro;em_andamento;2026-12-08 05:42:58;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.46.216"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 6}"
INT-000079;CLI-71368;whatsapp;Comercial;pendente;2026-01-09 11:21:58;"{""numero_origem"": ""+55719944048978"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 120, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-000080;CLI-40912;telefone;Financeiro;cancelado;2026-08-22 06:54:34;"{""duracao_chamada_seg"": 766, ""fila_espera_seg"": 240, ""protocolo"": ""4035492026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 1}"
INT-000081;CLI-36507;whatsapp;Financeiro;pendente;2026-11-28 02:11:17;"{""numero_origem"": ""+55719191916293"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 32, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-000082;CLI-46688;email;Financeiro;em_andamento;2026-11-12 20:44:31;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 506, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 12.1}"
INT-000083;CLI-41884;telefone;Comercial;em_andamento;2026-07-19 01:08:38;"{""duracao_chamada_seg"": 154, ""fila_espera_seg"": 120, ""protocolo"": ""2944762026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 1}"
INT-000084;CLI-25607;telefone;Ouvidoria;resolvido;2026-07-29 04:14:38;"{""duracao_chamada_seg"": 704, ""fila_espera_seg"": 198, ""protocolo"": ""2745452026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 1}"
INT-000085;CLI-99079;email;Ouvidoria;resolvido;2026-10-31 21:53:45;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 3923, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 3.08}"
INT-000086;CLI-62776;whatsapp;Comercial;cancelado;2026-08-05 13:20:50;"{""numero_origem"": ""+55719188762449"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 65, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-000087;CLI-37495;email;Financeiro;pendente;2026-08-26 06:30:12;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 570, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 17.11}"
INT-000088;CLI-29350;chat_site;Suporte Tecnico;cancelado;2026-08-31 13:42:26;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.13.74"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 1}"
INT-000089;CLI-22197;whatsapp;Comercial;em_andamento;2026-09-18 21:49:54;"{""numero_origem"": ""+55219141488964"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 115, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-000090;CLI-14380;chat_site;Suporte Tecnico;cancelado;2026-10-19 06:20:08;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.194.143"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 10}"
INT-000091;CLI-19336;whatsapp;Suporte Tecnico;cancelado;2026-12-11 13:28:53;"{""numero_origem"": ""+55319180022524"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 102, ""satisfacao_pre_atendimento"": 7, ""versao_whatsapp_api"": ""v18.0""}"
INT-000092;CLI-74931;telefone;Comercial;cancelado;2026-02-01 09:03:45;"{""duracao_chamada_seg"": 773, ""fila_espera_seg"": 265, ""protocolo"": ""8627612026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 1}"
INT-000093;CLI-32881;email;Comercial;em_andamento;2026-11-18 07:24:27;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 3579, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 18.26}"
INT-000094;CLI-22999;chat_site;Ouvidoria;em_andamento;2026-02-27 12:15:35;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.30.77"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 10}"
INT-000095;CLI-62778;whatsapp;Comercial;cancelado;2026-09-06 19:59:29;"{""numero_origem"": ""+55119217858675"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 38, ""satisfacao_pre_atendimento"": 7, ""versao_whatsapp_api"": ""v18.0""}"
INT-000096;CLI-46782;telefone;Financeiro;pendente;2026-03-13 21:00:45;"{""duracao_chamada_seg"": 124, ""fila_espera_seg"": 231, ""protocolo"": ""5518132026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 1}"
INT-000097;CLI-51478;email;Ouvidoria;cancelado;2026-02-21 23:16:14;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 2676, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 11.85}"
INT-000098;CLI-30205;whatsapp;Financeiro;pendente;2026-10-25 17:37:04;"{""numero_origem"": ""+55419532069188"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 75, ""satisfacao_pre_atendimento"": 7, ""versao_whatsapp_api"": ""v18.0""}"
INT-000099;CLI-95585;email;Suporte Tecnico;pendente;2026-07-07 04:26:24;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 2786, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 7.29}"
INT-000100;CLI-10456;email;Suporte Tecnico;resolvido;2026-04-03 06:59:12;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 569, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 5.22}"
INT-000101;CLI-37499;email;Comercial;pendente;2026-07-12 13:51:39;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 1727, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 20.72}"
INT-000102;CLI-81519;whatsapp;Financeiro;em_andamento;2026-01-25 10:43:09;"{""numero_origem"": ""+55419960433433"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 50, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-000103;CLI-86756;chat_site;Ouvidoria;em_andamento;2026-08-12 03:04:02;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.244.20"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 8}"
INT-000104;CLI-75392;chat_site;Financeiro;em_andamento;2026-07-19 01:34:32;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.249.169"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 7}"
INT-000105;CLI-71241;chat_site;Financeiro;resolvido;2026-05-08 19:22:21;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.122.70"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 5}"
