id_interacao;cliente_id;canal;departamento;status;data_hora;payload_detalhes
INT-003020;CLI-44586;chat_site;Comercial;em_andamento;2026-06-06 18:06:25;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.62.187"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 9}"
INT-003021;CLI-46828;chat_site;Comercial;em_andamento;2026-09-16 05:50:06;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.126.27"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 10}"
INT-003022;CLI-73708;telefone;Ouvidoria;em_andamento;2026-02-25 14:41:14;"{""duracao_chamada_seg"": 647, ""fila_espera_seg"": 263, ""protocolo"": ""6365432026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 0}"
INT-003023;CLI-64633;telefone;Comercial;em_andamento;2026-12-19 01:52:20;"{""duracao_chamada_seg"": 339, ""fila_espera_seg"": 33, ""protocolo"": ""5669062026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 0}"
INT-003024;CLI-62619;chat_site;Suporte Tecnico;pendente;2026-07-06 03:08:22;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.170.71"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 10}"
INT-003025;CLI-93304;telefone;Suporte Tecnico;pendente;2026-12-09 12:33:38;"{""duracao_chamada_seg"": 463, ""fila_espera_seg"": 6, ""protocolo"": ""1349522026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 0}"
INT-003026;CLI-87655;email;Financeiro;cancelado;2026-03-17 20:21:11;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 1032, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 11.43}"
INT-003027;CLI-10952;whatsapp;Financeiro;resolvido;2026-05-20 00:37:45;"{""numero_origem"": ""+55219148534195"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 30, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-003028;CLI-75894;chat_site;Comercial;cancelado;2026-08-08 00:04:33;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.77.7"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 8}"
INT-003029;CLI-43957;whatsapp;Ouvidoria;cancelado;2026-05-28 15:24:00;"{""numero_origem"": ""+55319362724400"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 146, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-003030;CLI-21409;chat_site;Financeiro;em_andamento;2026-10-16 07:41:29;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.22.5"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 6}"
INT-003031;CLI-78144;chat_site;Suporte Tecnico;cancelado;2026-01-19 21:15:36;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.80.130"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 5}"
INT-003032;CLI-90085;whatsapp;Ouvidoria;cancelado;2026-02-27 07:03:59;"{""numero_origem"": ""+55719186749885"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 63, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-003033;CLI-34855;telefone;Ouvidoria;em_andamento;2026-07-21 23:22:09;"{""duracao_chamada_seg"": 649, ""fila_espera_seg"": 122, ""protocolo"": ""9028502026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 2}"
INT-003034;CLI-13999;telefone;Suporte Tecnico;cancelado;2026-01-10 11:50:33;"{""duracao_chamada_seg"": 370, ""fila_espera_seg"": 143, ""protocolo"": ""3620442026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 3}"
INT-003035;CLI-16801;chat_site;Comercial;em_andamento;2026-10-08 10:01:22;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.40.167"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 9}"
INT-003036;CLI-54837;whatsapp;Comercial;resolvido;2026-04-15 01:25:25;"{""numero_origem"": ""+55219831196903"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 23, ""satisfacao_pre_atendimento"": 7, ""versao_whatsapp_api"": ""v18.0""}"
INT-003037;CLI-24698;email;Ouvidoria;em_andamento;2026-04-11 23:03:16;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 2191, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 2.82}"
INT-003038;CLI-43786;telefone;Comercial;cancelado;2026-11-06 14:01:29;"{""duracao_chamada_seg"": 412, ""fila_espera_seg"": 273, ""protocolo"": ""6988842026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 1}"
INT-003039;CLI-43576;chat_site;Ouvidoria;cancelado;2026-02-05 04:50:06;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.187.109"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 2}"
INT-003040;CLI-94327;whatsapp;Financeiro;cancelado;2026-08-20 16:47:03;"{""numero_origem"": ""+55119320109973"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 132, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-003041;CLI-57660;chat_site;Ouvidoria;em_andamento;2026-10-06 17:12:08;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.217.242"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 2}"
INT-003042;CLI-69064;email;Ouvidoria;cancelado;2026-02-24 22:35:34;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 1429, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 20.0}"
INT-003043;CLI-98159;telefone;Suporte Tecnico;cancelado;2026-11-19 04:24:35;"{""duracao_chamada_seg"": 726, ""fila_espera_seg"": 217, ""protocolo"": ""9803282026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 0}"
INT-003044;CLI-21456;chat_site;Comercial;cancelado;2026-08-14 02:14:14;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.147.235"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 4}"
INT-003045;CLI-99461;email;Ouvidoria;resolvido;2026-10-30 09:07:56;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 1831, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 18.78}"
INT-003046;CLI-81118;chat_site;Suporte Tecnico;cancelado;2026-02-27 02:59:43;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.108.144"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 2}"
INT-003047;CLI-88893;email;Suporte Tecnico;pendente;2026-07-06 16:44:00;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 3348, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 20.14}"
INT-003048;CLI-11537;whatsapp;Comercial;cancelado;2026-02-20 10:27:58;"{""numero_origem"": ""+55719102252003"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 150, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-003049;CLI-13980;whatsapp;Financeiro;pendente;2026-09-12 18:16:50;"{""numero_origem"": ""+55319698934507"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 61, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-003050;CLI-30632;chat_site;Suporte Tecnico;em_andamento;2026-07-05 08:59:41;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.251.207"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 9}"
INT-003051;CLI-73870;whatsapp;Suporte Tecnico;pendente;2026-07-21 07:52:09;"{""numero_origem"": ""+55719395595344"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 14, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-003052;CLI-66988;whatsapp;Ouvidoria;em_andamento;2026-09-05 17:31:07;"{""numero_origem"": ""+55319821947181"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 76, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-003053;CLI-24019;chat_site;Comercial;resolvido;2026-07-23 20:43:04;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.43.168"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 3}"
INT-003054;CLI-32058;chat_site;Ouvidoria;pendente;2026-12-06 12:35:20;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.206.187"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 5}"
INT-003055;CLI-49126;email;Comercial;resolvido;2026-01-23 20:44:57;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 3250, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 7.87}"
INT-003056;CLI-74594;whatsapp;Financeiro;em_andamento;2026-06-16 02:55:13;"{""numero_origem"": ""+55719560561959"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 128, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-003057;CLI-64804;telefone;Ouvidoria;resolvido;2026-09-11 19:02:31;"{""duracao_chamada_seg"": 48, ""fila_espera_seg"": 54, ""protocolo"": ""8932662026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 1}"
INT-003058;CLI-28781;chat_site;Ouvidoria;resolvido;2026-09-22 02:08:31;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.165.102"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 9}"
INT-003059;CLI-12769;whatsapp;Financeiro;pendente;2026-10-28 20:10:02;"{""numero_origem"": ""+55319729422721"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 111, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-003060;CLI-92742;chat_site;Financeiro;pendente;2026-10-30 21:01:22;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.82.83"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 5}"
INT-003061;CLI-90725;chat_site;Suporte Tecnico;resolvido;2026-05-29 09:54:37;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.10.181"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 3}"
INT-003062;CLI-31419;email;Ouvidoria;cancelado;2026-08-29 02:01:06;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 1007, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 17.04}"
INT-003063;CLI-71959;email;Suporte Tecnico;pendente;2026-05-19 01:03:58;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 512, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 17.31}"
INT-003064;CLI-92854;telefone;Suporte Tecnico;pendente;2026-04-06 20:15:52;"{""duracao_chamada_seg"": 405, ""fila_espera_seg"": 266, ""protocolo"": ""7069752026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 2}"
INT-003065;CLI-30017;whatsapp;Suporte Tecnico;resolvido;2026-05-25 22:25:39;"{""numero_origem"": ""+55119542004696"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 103, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-003066;CLI-71429;whatsapp;Financeiro;cancelado;2026-12-07 16:25:43;"{""numero_origem"": ""+55219607401283"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 61, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-003067;CLI-72849;whatsapp;Comercial;resolvido;2026-11-30 12:20:06;"{""numero_origem"": ""+55219557587146"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 99, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-003068;CLI-79745;chat_site;Ouvidoria;cancelado;2026-06-19 23:12:45;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.75.118"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 4}"
INT-003069;CLI-20752;whatsapp;Ouvidoria;pendente;2026-08-01 12:01:31;"{""numero_origem"": ""+55319854702916"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 74, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-003070;CLI-46545;telefone;Financeiro;resolvido;2026-03-06 17:57:02;"{""duracao_chamada_seg"": 848, ""fila_espera_seg"": 157, ""protocolo"": ""6799872026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 3}"
INT-003071;CLI-47583;email;Financeiro;em_andamento;2026-07-14 16:26:04;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 3551, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 15.11}"
INT-003072;CLI-20704;whatsapp;Ouvidoria;pendente;2026-09-14 12:45:02;"{""numero_origem"": ""+55419137964067"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 102, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-003073;CLI-29682;email;Ouvidoria;cancelado;2026-04-23 02:13:44;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 3408, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 12.56}"
INT-003074;CLI-51652;telefone;Suporte Tecnico;em_andamento;2026-01-13 02:18:27;"{""duracao_chamada_seg"": 323, ""fila_espera_seg"": 245, ""protocolo"": ""1875342026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 3}"
INT-003075;CLI-96978;email;Suporte Tecnico;pendente;2026-10-13 14:10:47;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 3209, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 15.0}"
INT-003076;CLI-21816;telefone;Ouvidoria;em_andamento;2026-10-16 17:37:55;"{""duracao_chamada_seg"": 864, ""fila_espera_seg"": 101, ""protocolo"": ""9460862026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 1}"
INT-003077;CLI-43769;chat_site;Ouvidoria;pendente;2026-03-20 16:01:37;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.91.143"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 10}"
INT-003078;CLI-51902;chat_site;Suporte Tecnico;resolvido;2026-02-15 15:19:10;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.210.155"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 5}"
INT-003079;CLI-23942;chat_site;Financeiro;pendente;2026-03-18 14:03:56;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.26.131"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 10}"
INT-003080;CLI-16506;telefone;Suporte Tecnico;em_andamento;2026-08-28 19:02:23;"{""duracao_chamada_seg"": 617, ""fila_espera_seg"": 83, ""protocolo"": ""1522372026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 0}"
INT-003081;CLI-12930;chat_site;Suporte Tecnico;cancelado;2026-02-21 19:06:16;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.150.54"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 1}"
INT-003082;CLI-60429;whatsapp;Ouvidoria;cancelado;2026-07-07 17:03:27;"{""numero_origem"": ""+55119575621632"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 133, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-003083;CLI-25554;whatsapp;Financeiro;resolvido;2026-11-16 09:17:01;"{""numero_origem"": ""+55219572558501"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 89, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-003084;CLI-72337;whatsapp;Financeiro;em_andamento;2026-08-06 15:17:22;"{""numero_origem"": ""+55219522949983"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 45, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-003085;CLI-12095;chat_site;Ouvidoria;cancelado;2026-12-21 00:12:51;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.32.46"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 9}"
INT-003086;CLI-34674;telefone;Suporte Tecnico;resolvido;2026-05-13 04:27:12;"{""duracao_chamada_seg"": 111, ""fila_espera_seg"": 234, ""protocolo"": ""5336822026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 1}"
INT-003087;CLI-99435;email;Suporte Tecnico;resolvido;2026-11-11 10:41:15;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 2203, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 14.95}"
INT-003088;CLI-70155;telefone;Comercial;pendente;2026-10-07 22:22:37;"{""duracao_chamada_seg"": 392, ""fila_espera_seg"": 297, ""protocolo"": ""9709782026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 2}"
INT-003089;CLI-90233;telefone;Financeiro;resolvido;2026-09-28 19:52:04;"{""duracao_chamada_seg"": 765, ""fila_espera_seg"": 241, ""protocolo"": ""7760862026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 2}"
INT-003090;CLI-58575;telefone;Suporte Tecnico;em_andamento;2026-08-25 13:12:51;"{""duracao_chamada_seg"": 410, ""fila_espera_seg"": 123, ""protocolo"": ""7607422026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 2}"
INT-003091;CLI-61759;chat_site;Ouvidoria;cancelado;2026-09-27 03:19:58;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.117.253"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 7}"
INT-003092;CLI-97224;email;Comercial;pendente;2026-02-17 19:08:18;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 345, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 15.86}"
INT-003093;CLI-82607;whatsapp;Comercial;resolvido;2026-04-20 10:03:10;"{""numero_origem"": ""+55719246215835"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 48, ""satisfacao_pre_atendimento"": 7, ""versao_whatsapp_api"": ""v18.0""}"
INT-003094;CLI-97875;telefone;Comercial;em_andamento;2026-06-06 04:27:34;"{""duracao_chamada_seg"": 823, ""fila_espera_seg"": 81, ""protocolo"": ""9545622026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 3}"
INT-003095;CLI-29366;telefone;Suporte Tecnico;cancelado;2026-04-23 15:25:56;"{""duracao_chamada_seg"": 208, ""fila_espera_seg"": 292, ""protocolo"": ""7830482026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 2}"
INT-003096;CLI-28396;email;Suporte Tecnico;pendente;2026-10-06 13:46:59;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 386, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 4.73}"
INT-003097;CLI-12303;chat_site;Comercial;pendente;2026-11-02 09:30:16;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.230.245"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 2}"
INT-003098;CLI-59249;telefone;Suporte Tecnico;cancelado;2026-07-22 22:56:44;"{""duracao_chamada_seg"": 808, ""fila_espera_seg"": 153, ""protocolo"": ""4197952026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 0}"
INT-003099;CLI-68547;telefone;Ouvidoria;cancelado;2026-02-06 01:46:50;"{""duracao_chamada_seg"": 768, ""fila_espera_seg"": 28, ""protocolo"": ""2009042026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 3}"
INT-003100;CLI-22981;whatsapp;Ouvidoria;resolvido;2026-02-07 08:53:46;"{""numero_origem"": ""+55319216453414"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 33, ""satisfacao_pre_atendimento"": 7, ""versao_whatsapp_api"": ""v18.0""}"
INT-003101;CLI-13043;telefone;Ouvidoria;cancelado;2026-01-22 15:05:17;"{""duracao_chamada_seg"": 378, ""fila_espera_seg"": 165, ""protocolo"": ""3545502026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 2}"
INT-003102;CLI-15162;telefone;Ouvidoria;cancelado;2026-04-23 16:54:21;"{""duracao_chamada_seg"": 863, ""fila_espera_seg"": 28, ""protocolo"": ""6390472026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 3}"
INT-003103;CLI-72560;telefone;Suporte Tecnico;resolvido;2026-10-20 14:41:03;"{""duracao_chamada_seg"": 572, ""fila_espera_seg"": 214, ""protocolo"": ""8767772026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 2}"
INT-003104;CLI-84312;chat_site;Suporte Tecnico;pendente;2026-12-01 18:05:11;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.191.79"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 1}"
INT-003105;CLI-87599;whatsapp;Financeiro;cancelado;2026-10-29 01:49:17;"{""numero_origem"": ""+55419447333672"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 13, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-003106;CLI-62836;whatsapp;Suporte Tecnico;cancelado;2026-07-24 11:39:57;"{""numero_origem"": ""+55419724723397"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 25, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
