id_interacao;cliente_id;canal;departamento;status;data_hora;payload_detalhes
INT-006011;CLI-88811;telefone;Ouvidoria;pendente;2026-08-04 16:58:42;"{""duracao_chamada_seg"": 232, ""fila_espera_seg"": 120, ""protocolo"": ""6387722026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 0}"
INT-006012;CLI-90919;telefone;Ouvidoria;em_andamento;2026-09-19 15:14:34;"{""duracao_chamada_seg"": 781, ""fila_espera_seg"": 80, ""protocolo"": ""4232062026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 2}"
INT-006013;CLI-46195;whatsapp;Comercial;pendente;2026-02-24 13:07:07;"{""numero_origem"": ""+55419255042768"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 107, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-006014;CLI-40234;email;Ouvidoria;pendente;2026-07-18 21:56:08;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 2227, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 13.9}"
INT-006015;CLI-29713;chat_site;Financeiro;pendente;2026-05-16 12:41:35;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.78.204"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 6}"
INT-006016;CLI-95090;chat_site;Comercial;resolvido;2026-02-18 21:47:57;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.135.158"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 4}"
INT-006017;CLI-29837;email;Financeiro;cancelado;2026-01-24 11:38:27;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 2968, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 22.98}"
INT-006018;CLI-60471;email;Financeiro;cancelado;2026-06-26 07:31:36;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 989, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 16.18}"
INT-006019;CLI-45634;whatsapp;Suporte Tecnico;resolvido;2026-11-25 04:08:41;"{""numero_origem"": ""+55219759078939"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 97, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-006020;CLI-50518;email;Comercial;resolvido;2026-04-11 22:48:31;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 827, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 22.34}"
INT-006021;CLI-47904;whatsapp;Suporte Tecnico;pendente;2026-07-01 18:36:43;"{""numero_origem"": ""+55319331266849"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 107, ""satisfacao_pre_atendimento"": 7, ""versao_whatsapp_api"": ""v18.0""}"
INT-006022;CLI-72758;whatsapp;Ouvidoria;resolvido;2026-09-22 11:22:50;"{""numero_origem"": ""+55319613664936"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 91, ""satisfacao_pre_atendimento"": 7, ""versao_whatsapp_api"": ""v18.0""}"
INT-006023;CLI-71406;whatsapp;Suporte Tecnico;resolvido;2026-01-07 00:09:57;"{""numero_origem"": ""+55119185049262"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 48, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-006024;CLI-67543;chat_site;Ouvidoria;pendente;2026-04-15 15:22:29;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.23.65"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 3}"
INT-006025;CLI-37097;email;Comercial;cancelado;2026-11-05 02:55:52;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 3612, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 23.03}"
INT-006026;CLI-80147;email;Comercial;cancelado;2026-02-04 05:03:26;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 2482, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 19.4}"
INT-006027;CLI-97200;chat_site;Financeiro;em_andamento;2026-06-12 18:26:55;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.237.252"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 10}"
INT-006028;CLI-46241;telefone;Comercial;resolvido;2026-06-13 08:48:46;"{""duracao_chamada_seg"": 209, ""fila_espera_seg"": 138, ""protocolo"": ""3530622026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 3}"
INT-006029;CLI-67609;telefone;Financeiro;cancelado;2026-02-25 23:36:14;"{""duracao_chamada_seg"": 136, ""fila_espera_seg"": 153, ""protocolo"": ""1279042026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 1}"
INT-006030;CLI-83834;chat_site;Financeiro;resolvido;2026-10-04 17:36:53;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.116.17"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 2}"
INT-006031;CLI-75115;chat_site;Financeiro;em_andamento;2026-09-26 10:06:43;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.184.152"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 5}"
INT-006032;CLI-57746;telefone;Ouvidoria;resolvido;2026-10-07 18:28:36;"{""duracao_chamada_seg"": 373, ""fila_espera_seg"": 154, ""protocolo"": ""4537832026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 3}"
INT-006033;CLI-25645;email;Comercial;em_andamento;2026-08-17 01:21:15;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 3939, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 17.52}"
INT-006034;CLI-99199;chat_site;Financeiro;resolvido;2026-06-04 07:53:35;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.158.83"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 10}"
INT-006035;CLI-91301;whatsapp;Comercial;em_andamento;2026-05-24 19:11:11;"{""numero_origem"": ""+55419879452935"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 16, ""satisfacao_pre_atendimento"": 7, ""versao_whatsapp_api"": ""v18.0""}"
INT-006036;CLI-63365;chat_site;Suporte Tecnico;pendente;2026-07-18 12:48:25;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.226.206"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 8}"
INT-006037;CLI-70835;email;Financeiro;em_andamento;2026-04-20 18:25:37;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 1942, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 4.87}"
INT-006038;CLI-65488;telefone;Comercial;em_andamento;2026-06-16 06:31:20;"{""duracao_chamada_seg"": 122, ""fila_espera_seg"": 274, ""protocolo"": ""1795912026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 2}"
INT-006039;CLI-68203;telefone;Comercial;resolvido;2026-03-26 12:07:26;"{""duracao_chamada_seg"": 804, ""fila_espera_seg"": 73, ""protocolo"": ""2178312026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 0}"
INT-006040;CLI-39565;whatsapp;Financeiro;resolvido;2026-03-04 05:44:08;"{""numero_origem"": ""+55419764597727"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 29, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-006041;CLI-58386;chat_site;Comercial;cancelado;2026-02-25 10:11:27;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.137.142"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 2}"
INT-006042;CLI-34984;telefone;Comercial;resolvido;2026-03-26 06:53:21;"{""duracao_chamada_seg"": 797, ""fila_espera_seg"": 272, ""protocolo"": ""7248352026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 0}"
INT-006043;CLI-75538;telefone;Financeiro;cancelado;2026-08-31 23:55:23;"{""duracao_chamada_seg"": 887, ""fila_espera_seg"": 46, ""protocolo"": ""8446752026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 2}"
INT-006044;CLI-43916;whatsapp;Comercial;em_andamento;2026-11-06 08:37:13;"{""numero_origem"": ""+55719845853047"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 143, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-006045;CLI-13802;whatsapp;Ouvidoria;resolvido;2026-11-21 18:01:00;"{""numero_origem"": ""+55419175374169"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 60, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-006046;CLI-76703;whatsapp;Suporte Tecnico;pendente;2026-03-22 13:12:41;"{""numero_origem"": ""+55719310677016"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 64, ""satisfacao_pre_atendimento"": 7, ""versao_whatsapp_api"": ""v18.0""}"
INT-006047;CLI-21158;telefone;Comercial;resolvido;2026-11-21 18:56:41;"{""duracao_chamada_seg"": 324, ""fila_espera_seg"": 81, ""protocolo"": ""6432942026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 0}"
INT-006048;CLI-23454;chat_site;Financeiro;resolvido;2026-11-17 00:33:51;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.93.201"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 8}"
INT-006049;CLI-25486;chat_site;Comercial;resolvido;2026-06-24 08:25:27;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.82.34"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 1}"
INT-006050;CLI-92776;email;Financeiro;pendente;2026-07-10 15:25:09;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 2181, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 15.16}"
INT-006051;CLI-19487;telefone;Ouvidoria;pendente;2026-08-03 09:59:51;"{""duracao_chamada_seg"": 500, ""fila_espera_seg"": 34, ""protocolo"": ""5118972026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 1}"
INT-006052;CLI-68728;chat_site;Suporte Tecnico;resolvido;2026-11-13 10:30:07;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.173.16"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 8}"
INT-006053;CLI-25995;email;Ouvidoria;cancelado;2026-10-28 13:29:20;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 1023, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 10.08}"
INT-006054;CLI-34357;whatsapp;Ouvidoria;resolvido;2026-05-06 16:24:43;"{""numero_origem"": ""+55119266356534"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 30, ""satisfacao_pre_atendimento"": 7, ""versao_whatsapp_api"": ""v18.0""}"
INT-006055;CLI-92703;chat_site;Ouvidoria;em_andamento;2026-10-07 23:59:48;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.48.74"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 10}"
INT-006056;CLI-62902;whatsapp;Suporte Tecnico;cancelado;2026-05-16 06:16:15;"{""numero_origem"": ""+55419739491111"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 18, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-006057;CLI-76399;email;Financeiro;em_andamento;2026-12-21 03:11:55;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 2609, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 9.03}"
INT-006058;CLI-65830;telefone;Comercial;pendente;2026-10-16 05:53:10;"{""duracao_chamada_seg"": 503, ""fila_espera_seg"": 191, ""protocolo"": ""5197032026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 3}"
INT-006059;CLI-69036;chat_site;Financeiro;cancelado;2026-09-06 12:05:23;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.138.54"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 3}"
INT-006060;CLI-83720;whatsapp;Financeiro;resolvido;2026-02-14 09:20:47;"{""numero_origem"": ""+55319420642714"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 32, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-006061;CLI-35636;whatsapp;Suporte Tecnico;cancelado;2026-08-14 19:56:36;"{""numero_origem"": ""+55119889441378"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 27, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-006062;CLI-30154;email;Suporte Tecnico;pendente;2026-06-12 01:46:21;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 3021, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 2.21}"
INT-006063;CLI-58740;chat_site;Financeiro;pendente;2026-08-11 06:08:26;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.46.97"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 1}"
INT-006064;CLI-85461;telefone;Ouvidoria;em_andamento;2026-11-18 13:50:33;"{""duracao_chamada_seg"": 869, ""fila_espera_seg"": 192, ""protocolo"": ""7739902026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 2}"
INT-006065;CLI-20757;chat_site;Comercial;em_andamento;2026-02-05 01:25:33;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.206.190"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 6}"
INT-006066;CLI-90687;telefone;Comercial;pendente;2026-01-28 01:26:46;"{""duracao_chamada_seg"": 369, ""fila_espera_seg"": 262, ""protocolo"": ""6752782026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 3}"
INT-006067;CLI-90552;whatsapp;Suporte Tecnico;pendente;2026-03-09 15:07:10;"{""numero_origem"": ""+55419879076317"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 79, ""satisfacao_pre_atendimento"": 7, ""versao_whatsapp_api"": ""v18.0""}"
INT-006068;CLI-12787;email;Comercial;em_andamento;2026-05-31 13:56:15;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 1997, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 19.16}"
INT-006069;CLI-55333;whatsapp;Comercial;cancelado;2026-09-30 18:01:13;"{""numero_origem"": ""+55719578382512"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 141, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-006070;CLI-19580;email;Ouvidoria;resolvido;2026-07-28 02:27:42;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 2078, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 18.79}"
INT-006071;CLI-87982;chat_site;Suporte Tecnico;pendente;2026-11-11 03:43:07;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.16.59"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 5}"
INT-006072;CLI-72555;telefone;Comercial;resolvido;2026-10-19 13:25:33;"{""duracao_chamada_seg"": 864, ""fila_espera_seg"": 168, ""protocolo"": ""6852182026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 1}"
INT-006073;CLI-17557;chat_site;Financeiro;em_andamento;2026-04-07 07:23:54;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.46.166"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 5}"
INT-006074;CLI-64823;telefone;Financeiro;em_andamento;2026-09-20 12:16:46;"{""duracao_chamada_seg"": 785, ""fila_espera_seg"": 45, ""protocolo"": ""6104412026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 1}"
INT-006075;CLI-66161;telefone;Comercial;resolvido;2026-06-13 09:26:53;"{""duracao_chamada_seg"": 249, ""fila_espera_seg"": 233, ""protocolo"": ""2190752026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 2}"
INT-006076;CLI-77421;chat_site;Suporte Tecnico;cancelado;2026-08-04 15:10:43;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.49.177"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 7}"
INT-006077;CLI-60014;whatsapp;Comercial;em_andamento;2026-11-27 00:00:56;"{""numero_origem"": ""+55119405392936"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 117, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-006078;CLI-81910;chat_site;Comercial;pendente;2026-11-27 00:17:19;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.134.110"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 3}"
INT-006079;CLI-20400;telefone;Ouvidoria;cancelado;2026-02-27 06:06:36;"{""duracao_chamada_seg"": 122, ""fila_espera_seg"": 78, ""protocolo"": ""2495652026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 0}"
INT-006080;CLI-62403;chat_site;Ouvidoria;resolvido;2026-05-09 06:42:57;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.147.65"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 6}"
INT-006081;CLI-98557;telefone;Financeiro;em_andamento;2026-06-14 03:23:39;"{""duracao_chamada_seg"": 855, ""fila_espera_seg"": 38, ""protocolo"": ""8121212026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 2}"
INT-006082;CLI-35541;telefone;Comercial;pendente;2026-10-13 12:29:12;"{""duracao_chamada_seg"": 565, ""fila_espera_seg"": 17, ""protocolo"": ""7146132026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 2}"
INT-006083;CLI-71980;whatsapp;Financeiro;cancelado;2026-10-19 15:33:57;"{""numero_origem"": ""+55219289456249"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 86, ""satisfacao_pre_atendimento"": 7, ""versao_whatsapp_api"": ""v18.0""}"
INT-006084;CLI-72892;telefone;Comercial;resolvido;2026-03-18 01:10:24;"{""duracao_chamada_seg"": 201, ""fila_espera_seg"": 167, ""protocolo"": ""7192902026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 0}"
INT-006085;CLI-74215;whatsapp;Ouvidoria;resolvido;2026-09-12 09:35:56;"{""numero_origem"": ""+55319709284363"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 66, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-006086;CLI-50061;email;Financeiro;pendente;2026-11-29 05:02:22;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 2399, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 21.09}"
INT-006087;CLI-58933;whatsapp;Financeiro;pendente;2026-04-11 21:19:58;"{""numero_origem"": ""+55219480093304"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 65, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-006088;CLI-11726;chat_site;Ouvidoria;em_andamento;2026-02-11 22:39:34;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.176.219"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 10}"
INT-006089;CLI-16667;chat_site;Financeiro;resolvido;2026-11-10 14:14:28;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.123.6"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 2}"
INT-006090;CLI-69583;chat_site;Ouvidoria;pendente;2026-09-07 18:22:04;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.244.149"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 6}"
INT-006091;CLI-48881;email;Suporte Tecnico;resolvido;2026-02-10 02:25:05;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 3773, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 10.45}"
INT-006092;CLI-89462;whatsapp;Comercial;pendente;2026-03-13 06:12:22;"{""numero_origem"": ""+55119210786668"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 104, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-006093;CLI-56355;chat_site;Ouvidoria;em_andamento;2026-06-15 12:51:30;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.96.70"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 10}"
INT-006094;CLI-21478;email;Suporte Tecnico;em_andamento;2026-03-03 16:47:19;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 1626, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 16.69}"
INT-006095;CLI-92510;whatsapp;Suporte Tecnico;em_andamento;2026-05-02 11:57:57;"{""numero_origem"": ""+55419537434722"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 30, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-006096;CLI-19306;telefone;Suporte Tecnico;em_andamento;2026-07-24 10:47:39;"{""duracao_chamada_seg"": 158, ""fila_espera_seg"": 262, ""protocolo"": ""4523662026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 3}"
INT-006097;CLI-23343;whatsapp;Ouvidoria;em_andamento;2026-03-06 15:14:02;"{""numero_origem"": ""+55219655221269"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 132, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-006098;CLI-88853;whatsapp;Comercial;em_andamento;2026-10-08 12:50:22;"{""numero_origem"": ""+55719859095985"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 30, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-006099;CLI-76403;telefone;Ouvidoria;cancelado;2026-11-15 06:11:14;"{""duracao_chamada_seg"": 120, ""fila_espera_seg"": 255, ""protocolo"": ""1582042026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 0}"
INT-006100;CLI-12225;chat_site;Comercial;pendente;2026-12-10 20:57:24;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.79.115"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 7}"
INT-006101;CLI-71250;email;Ouvidoria;pendente;2026-09-03 08:54:43;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 2900, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 20.24}"
INT-006102;CLI-30990;email;Ouvidoria;resolvido;2026-06-19 05:37:29;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 422, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 11.86}"
INT-006103;CLI-46463;whatsapp;Ouvidoria;cancelado;2026-10-28 10:05:32;"{""numero_origem"": ""+55719458107419"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 12, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-006104;CLI-77392;email;Comercial;resolvido;2026-06-12 07:03:07;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 820, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 8.89}"
INT-006105;CLI-20616;chat_site;Ouvidoria;resolvido;2026-06-06 17:22:36;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.178.139"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 7}"
INT-006106;CLI-99233;whatsapp;Comercial;pendente;2026-09-21 18:58:43;"{""numero_origem"": ""+55119433756522"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 147, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
