id_interacao;cliente_id;canal;departamento;status;data_hora;payload_detalhes
INT-004057;CLI-58402;telefone;Financeiro;pendente;2026-09-02 12:55:36;"{""duracao_chamada_seg"": 291, ""fila_espera_seg"": 37, ""protocolo"": ""7538702026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 1}"
INT-004058;CLI-40453;telefone;Suporte Tecnico;em_andamento;2026-06-29 18:42:43;"{""duracao_chamada_seg"": 888, ""fila_espera_seg"": 129, ""protocolo"": ""5239332026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 0}"
INT-004059;CLI-13672;chat_site;Financeiro;resolvido;2026-09-25 09:32:27;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.242.204"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 7}"
INT-004060;CLI-79183;whatsapp;Ouvidoria;resolvido;2026-07-27 11:47:18;"{""numero_origem"": ""+55119354844812"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 101, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-004061;CLI-81267;telefone;Ouvidoria;pendente;2026-02-19 06:29:20;"{""duracao_chamada_seg"": 642, ""fila_espera_seg"": 18, ""protocolo"": ""3093922026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 2}"
INT-004062;CLI-74706;chat_site;Financeiro;pendente;2026-01-21 06:12:47;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.108.210"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 2}"
INT-004063;CLI-84238;telefone;Ouvidoria;cancelado;2026-07-16 05:48:19;"{""duracao_chamada_seg"": 451, ""fila_espera_seg"": 259, ""protocolo"": ""7059852026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 3}"
INT-004064;CLI-42892;whatsapp;Suporte Tecnico;cancelado;2026-05-07 19:02:03;"{""numero_origem"": ""+55319775044271"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 96, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-004065;CLI-12401;chat_site;Financeiro;em_andamento;2026-12-03 01:18:23;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.45.161"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 6}"
INT-004066;CLI-67761;whatsapp;Financeiro;cancelado;2026-06-30 23:23:25;"{""numero_origem"": ""+55719344205409"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 11, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-004067;CLI-71299;telefone;Financeiro;pendente;2026-03-01 16:21:49;"{""duracao_chamada_seg"": 707, ""fila_espera_seg"": 106, ""protocolo"": ""5310102026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 3}"
INT-004068;CLI-36885;chat_site;Ouvidoria;resolvido;2026-08-03 22:30:26;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.59.82"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 3}"
INT-004069;CLI-94895;telefone;Suporte Tecnico;resolvido;2026-11-16 21:07:52;"{""duracao_chamada_seg"": 770, ""fila_espera_seg"": 214, ""protocolo"": ""1981742026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 2}"
INT-004070;CLI-27124;chat_site;Comercial;resolvido;2026-06-12 05:42:04;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.33.217"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 1}"
INT-004071;CLI-40679;email;Ouvidoria;pendente;2026-01-21 11:24:56;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 3057, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 10.92}"
INT-004072;CLI-36743;telefone;Suporte Tecnico;resolvido;2026-01-16 01:50:51;"{""duracao_chamada_seg"": 729, ""fila_espera_seg"": 43, ""protocolo"": ""2966222026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 2}"
INT-004073;CLI-10537;chat_site;Suporte Tecnico;resolvido;2026-12-18 04:44:45;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.112.0"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 4}"
INT-004074;CLI-19076;telefone;Suporte Tecnico;pendente;2026-04-18 19:01:43;"{""duracao_chamada_seg"": 112, ""fila_espera_seg"": 259, ""protocolo"": ""7100242026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 0}"
INT-004075;CLI-36573;chat_site;Suporte Tecnico;cancelado;2026-12-05 07:08:11;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.108.1"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 2}"
INT-004076;CLI-49756;telefone;Financeiro;em_andamento;2026-08-30 22:06:09;"{""duracao_chamada_seg"": 421, ""fila_espera_seg"": 44, ""protocolo"": ""1297042026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 3}"
INT-004077;CLI-57273;chat_site;Financeiro;cancelado;2026-12-21 07:36:09;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.28.31"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 5}"
INT-004078;CLI-76369;email;Comercial;pendente;2026-05-11 07:37:15;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 1957, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 16.99}"
INT-004079;CLI-36691;email;Suporte Tecnico;cancelado;2026-08-23 15:13:02;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 563, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 16.42}"
INT-004080;CLI-46716;whatsapp;Suporte Tecnico;resolvido;2026-05-28 11:36:35;"{""numero_origem"": ""+55419932846968"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 69, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-004081;CLI-97287;email;Suporte Tecnico;em_andamento;2026-01-29 10:10:16;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 932, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 0.57}"
INT-004082;CLI-79285;email;Financeiro;resolvido;2026-05-21 22:45:37;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 651, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 9.29}"
INT-004083;CLI-38974;chat_site;Financeiro;cancelado;2026-11-17 23:37:06;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.49.233"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 7}"
INT-004084;CLI-36434;chat_site;Comercial;resolvido;2026-11-14 22:57:45;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.163.246"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 10}"
INT-004085;CLI-77000;telefone;Suporte Tecnico;resolvido;2026-09-12 15:20:58;"{""duracao_chamada_seg"": 282, ""fila_espera_seg"": 210, ""protocolo"": ""5015952026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 3}"
INT-004086;CLI-53543;whatsapp;Ouvidoria;cancelado;2026-07-06 00:28:32;"{""numero_origem"": ""+55219600958770"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 105, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-004087;CLI-97620;chat_site;Ouvidoria;resolvido;2026-05-10 05:06:14;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.58.35"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 1}"
INT-004088;CLI-70104;chat_site;Ouvidoria;em_andamento;2026-04-10 13:50:24;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.193.10"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 1}"
INT-004089;CLI-37969;whatsapp;Financeiro;resolvido;2026-07-02 09:00:11;"{""numero_origem"": ""+55319960174192"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 55, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-004090;CLI-26549;chat_site;Ouvidoria;resolvido;2026-05-13 08:19:40;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.106.187"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 1}"
INT-004091;CLI-67577;chat_site;Financeiro;cancelado;2026-04-28 00:03:13;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.60.90"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 6}"
INT-004092;CLI-70765;telefone;Financeiro;resolvido;2026-02-15 12:07:20;"{""duracao_chamada_seg"": 224, ""fila_espera_seg"": 15, ""protocolo"": ""3848842026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 2}"
INT-004093;CLI-65899;telefone;Suporte Tecnico;pendente;2026-07-01 16:22:11;"{""duracao_chamada_seg"": 683, ""fila_espera_seg"": 183, ""protocolo"": ""9909392026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 2}"
INT-004094;CLI-74743;telefone;Comercial;pendente;2026-07-20 06:11:43;"{""duracao_chamada_seg"": 291, ""fila_espera_seg"": 270, ""protocolo"": ""7349542026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 0}"
INT-004095;CLI-75547;telefone;Ouvidoria;resolvido;2026-07-30 11:36:30;"{""duracao_chamada_seg"": 200, ""fila_espera_seg"": 280, ""protocolo"": ""6964902026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 0}"
INT-004096;CLI-15771;email;Ouvidoria;cancelado;2026-08-08 06:18:39;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 3528, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 9.13}"
INT-004097;CLI-46717;telefone;Financeiro;em_andamento;2026-10-27 09:55:43;"{""duracao_chamada_seg"": 52, ""fila_espera_seg"": 48, ""protocolo"": ""2364832026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 0}"
INT-004098;CLI-81880;whatsapp;Ouvidoria;cancelado;2026-02-15 16:08:23;"{""numero_origem"": ""+55219343645157"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 18, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-004099;CLI-26829;chat_site;Financeiro;resolvido;2026-02-09 03:16:01;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.184.118"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 1}"
INT-004100;CLI-68193;telefone;Ouvidoria;pendente;2026-11-01 09:55:33;"{""duracao_chamada_seg"": 217, ""fila_espera_seg"": 292, ""protocolo"": ""3412092026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 2}"
INT-004101;CLI-88405;telefone;Comercial;cancelado;2026-10-09 13:40:10;"{""duracao_chamada_seg"": 372, ""fila_espera_seg"": 37, ""protocolo"": ""3269802026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 3}"
INT-004102;CLI-47003;chat_site;Suporte Tecnico;cancelado;2026-06-20 17:36:58;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.196.228"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 1}"
INT-004103;CLI-37564;telefone;Comercial;em_andamento;2026-09-17 18:17:46;"{""duracao_chamada_seg"": 396, ""fila_espera_seg"": 216, ""protocolo"": ""3849232026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 2}"
INT-004104;CLI-74334;telefone;Financeiro;resolvido;2026-01-20 21:53:31;"{""duracao_chamada_seg"": 881, ""fila_espera_seg"": 19, ""protocolo"": ""1730082026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 1}"
INT-004105;CLI-48529;chat_site;Financeiro;pendente;2026-06-12 07:14:16;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.125.89"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 10}"
INT-004106;CLI-83109;telefone;Comercial;resolvido;2026-02-19 13:34:55;"{""duracao_chamada_seg"": 109, ""fila_espera_seg"": 38, ""protocolo"": ""8446602026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 1}"
INT-004107;CLI-50274;chat_site;Suporte Tecnico;pendente;2026-03-18 06:54:08;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.114.29"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 9}"
INT-004108;CLI-61319;telefone;Ouvidoria;em_andamento;2026-08-12 00:19:16;"{""duracao_chamada_seg"": 664, ""fila_espera_seg"": 146, ""protocolo"": ""2851862026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 3}"
