id_interacao;cliente_id;canal;departamento;status;data_hora;payload_detalhes
INT-008011;CLI-75378;telefone;Financeiro;em_andamento;2026-09-09 21:27:01;"{""duracao_chamada_seg"": 515, ""fila_espera_seg"": 50, ""protocolo"": ""4716782026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 0}"
INT-008012;CLI-10876;chat_site;Financeiro;resolvido;2026-11-19 14:18:59;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.38.239"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 1}"
INT-008013;CLI-16424;chat_site;Ouvidoria;em_andamento;2026-02-28 12:24:30;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.5.233"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 4}"
INT-008014;CLI-83980;chat_site;Financeiro;resolvido;2026-09-14 17:56:39;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.182.217"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 8}"
INT-008015;CLI-29503;telefone;Ouvidoria;em_andamento;2026-12-13 22:13:45;"{""duracao_chamada_seg"": 679, ""fila_espera_seg"": 17, ""protocolo"": ""1308952026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 0}"
INT-008016;CLI-50495;email;Suporte Tecnico;cancelado;2026-02-26 07:54:48;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 1346, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 9.21}"
INT-008017;CLI-56276;email;Financeiro;resolvido;2026-12-15 14:35:14;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 2375, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 19.69}"
INT-008018;CLI-81920;chat_site;Financeiro;pendente;2026-09-26 15:52:47;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.37.165"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 7}"
INT-008019;CLI-18521;email;Comercial;pendente;2026-02-19 01:11:18;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 3994, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 14.85}"
INT-008020;CLI-29897;telefone;Comercial;resolvido;2026-01-31 04:59:32;"{""duracao_chamada_seg"": 513, ""fila_espera_seg"": 22, ""protocolo"": ""9098692026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 3}"
INT-008021;CLI-86589;email;Suporte Tecnico;pendente;2026-05-04 08:56:57;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 2781, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 4.07}"
INT-008022;CLI-89114;chat_site;Suporte Tecnico;resolvido;2026-11-09 08:53:18;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.255.41"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 10}"
INT-008023;CLI-22832;telefone;Financeiro;resolvido;2026-12-02 20:42:58;"{""duracao_chamada_seg"": 129, ""fila_espera_seg"": 93, ""protocolo"": ""1807932026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 0}"
INT-008024;CLI-60619;telefone;Comercial;pendente;2026-08-18 11:17:13;"{""duracao_chamada_seg"": 789, ""fila_espera_seg"": 297, ""protocolo"": ""5134282026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 1}"
INT-008025;CLI-43626;email;Suporte Tecnico;em_andamento;2026-08-10 08:41:55;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 3288, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 12.74}"
INT-008026;CLI-79653;telefone;Suporte Tecnico;resolvido;2026-09-07 23:40:33;"{""duracao_chamada_seg"": 203, ""fila_espera_seg"": 147, ""protocolo"": ""7052082026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 2}"
INT-008027;CLI-27538;email;Ouvidoria;pendente;2026-09-25 20:15:43;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 763, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 14.6}"
INT-008028;CLI-37066;telefone;Comercial;cancelado;2026-10-29 19:30:15;"{""duracao_chamada_seg"": 490, ""fila_espera_seg"": 201, ""protocolo"": ""5166692026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 1}"
INT-008029;CLI-85030;chat_site;Ouvidoria;em_andamento;2026-11-17 18:27:29;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.220.224"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 5}"
INT-008030;CLI-95455;email;Financeiro;resolvido;2026-01-29 05:18:45;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 856, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 15.07}"
INT-008031;CLI-61164;whatsapp;Ouvidoria;pendente;2026-10-10 17:02:24;"{""numero_origem"": ""+55219342662123"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 144, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-008032;CLI-39545;telefone;Financeiro;pendente;2026-11-22 18:06:24;"{""duracao_chamada_seg"": 619, ""fila_espera_seg"": 33, ""protocolo"": ""5667192026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 2}"
INT-008033;CLI-28528;email;Suporte Tecnico;pendente;2026-08-17 13:01:43;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 3462, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 2.63}"
INT-008034;CLI-96329;email;Ouvidoria;resolvido;2026-04-01 04:42:01;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 1905, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 8.24}"
INT-008035;CLI-84401;whatsapp;Comercial;resolvido;2026-12-04 21:22:12;"{""numero_origem"": ""+55219907984175"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 137, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-008036;CLI-51899;telefone;Comercial;cancelado;2026-01-11 22:56:06;"{""duracao_chamada_seg"": 399, ""fila_espera_seg"": 270, ""protocolo"": ""1020052026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 2}"
INT-008037;CLI-85805;telefone;Ouvidoria;resolvido;2026-08-31 21:07:57;"{""duracao_chamada_seg"": 176, ""fila_espera_seg"": 39, ""protocolo"": ""2889362026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 2}"
INT-008038;CLI-73192;chat_site;Ouvidoria;em_andamento;2026-05-24 12:05:12;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.190.231"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 3}"
INT-008039;CLI-92625;email;Ouvidoria;resolvido;2026-07-09 02:27:20;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 3462, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 1.47}"
INT-008040;CLI-39740;telefone;Financeiro;em_andamento;2026-10-05 23:30:29;"{""duracao_chamada_seg"": 376, ""fila_espera_seg"": 59, ""protocolo"": ""5197892026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 2}"
INT-008041;CLI-46845;email;Ouvidoria;cancelado;2026-05-18 16:46:12;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 643, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 12.44}"
INT-008042;CLI-45486;whatsapp;Ouvidoria;cancelado;2026-11-28 18:54:27;"{""numero_origem"": ""+55319445891191"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 136, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-008043;CLI-58192;email;Comercial;resolvido;2026-02-07 02:04:58;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 1331, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 3.24}"
INT-008044;CLI-95716;email;Ouvidoria;resolvido;2026-03-01 21:57:01;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 3687, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 22.21}"
INT-008045;CLI-56822;whatsapp;Suporte Tecnico;cancelado;2026-11-25 01:42:27;"{""numero_origem"": ""+55719492423693"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 143, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-008046;CLI-79210;email;Financeiro;cancelado;2026-01-11 14:20:47;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 2836, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 18.38}"
INT-008047;CLI-36961;telefone;Ouvidoria;em_andamento;2026-03-06 18:38:34;"{""duracao_chamada_seg"": 313, ""fila_espera_seg"": 260, ""protocolo"": ""4924612026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 3}"
INT-008048;CLI-18533;whatsapp;Comercial;resolvido;2026-07-13 08:35:51;"{""numero_origem"": ""+55119548571225"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 28, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-008049;CLI-73630;email;Comercial;em_andamento;2026-10-28 15:29:53;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 2243, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 22.19}"
INT-008050;CLI-65212;email;Suporte Tecnico;resolvido;2026-04-16 23:56:25;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 1149, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 21.1}"
INT-008051;CLI-20889;chat_site;Comercial;em_andamento;2026-07-29 18:13:03;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.227.208"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 4}"
INT-008052;CLI-45186;email;Suporte Tecnico;pendente;2026-01-09 06:19:23;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 2843, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 13.88}"
INT-008053;CLI-31988;email;Comercial;pendente;2026-04-15 19:55:32;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 2486, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 1.23}"
INT-008054;CLI-32998;chat_site;Financeiro;cancelado;2026-06-21 20:51:46;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.55.14"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 9}"
INT-008055;CLI-47528;email;Ouvidoria;em_andamento;2026-07-24 00:46:48;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 437, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 2.35}"
INT-008056;CLI-99189;whatsapp;Financeiro;pendente;2026-06-16 10:37:49;"{""numero_origem"": ""+55419104449620"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 66, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-008057;CLI-11153;email;Suporte Tecnico;pendente;2026-07-03 11:51:17;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 2662, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 8.76}"
INT-008058;CLI-80089;email;Comercial;cancelado;2026-10-06 05:33:40;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 2782, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 10.78}"
INT-008059;CLI-71886;telefone;Ouvidoria;resolvido;2026-02-26 03:22:22;"{""duracao_chamada_seg"": 628, ""fila_espera_seg"": 217, ""protocolo"": ""1764982026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 1}"
INT-008060;CLI-32086;whatsapp;Suporte Tecnico;cancelado;2026-08-18 02:56:34;"{""numero_origem"": ""+55719716989603"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 42, ""satisfacao_pre_atendimento"": 7, ""versao_whatsapp_api"": ""v18.0""}"
INT-008061;CLI-40503;chat_site;Suporte Tecnico;resolvido;2026-11-29 02:03:11;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.206.222"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 2}"
INT-008062;CLI-32328;telefone;Ouvidoria;em_andamento;2026-03-06 13:08:42;"{""duracao_chamada_seg"": 204, ""fila_espera_seg"": 6, ""protocolo"": ""3135412026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 2}"
INT-008063;CLI-13231;chat_site;Comercial;resolvido;2026-08-22 18:10:35;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.47.39"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 3}"
INT-008064;CLI-53440;email;Financeiro;em_andamento;2026-06-24 21:20:03;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 1006, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 12.34}"
INT-008065;CLI-14730;telefone;Suporte Tecnico;cancelado;2026-08-31 05:15:27;"{""duracao_chamada_seg"": 171, ""fila_espera_seg"": 43, ""protocolo"": ""5735102026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 2}"
INT-008066;CLI-71096;telefone;Suporte Tecnico;pendente;2026-01-25 02:00:14;"{""duracao_chamada_seg"": 268, ""fila_espera_seg"": 98, ""protocolo"": ""5660152026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 3}"
INT-008067;CLI-86370;telefone;Financeiro;pendente;2026-01-05 01:35:06;"{""duracao_chamada_seg"": 506, ""fila_espera_seg"": 90, ""protocolo"": ""9982992026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 2}"
INT-008068;CLI-86816;telefone;Comercial;em_andamento;2026-05-14 15:12:18;"{""duracao_chamada_seg"": 76, ""fila_espera_seg"": 281, ""protocolo"": ""9167792026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 3}"
INT-008069;CLI-74575;email;Ouvidoria;cancelado;2026-06-16 17:14:20;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 301, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 13.04}"
INT-008070;CLI-28880;telefone;Suporte Tecnico;resolvido;2026-10-26 11:29:47;"{""duracao_chamada_seg"": 570, ""fila_espera_seg"": 237, ""protocolo"": ""3394992026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 0}"
INT-008071;CLI-67767;whatsapp;Financeiro;cancelado;2026-09-08 02:34:09;"{""numero_origem"": ""+55319956846570"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 85, ""satisfacao_pre_atendimento"": 7, ""versao_whatsapp_api"": ""v18.0""}"
INT-008072;CLI-50566;chat_site;Ouvidoria;em_andamento;2026-10-11 23:23:25;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.93.165"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 7}"
INT-008073;CLI-10402;telefone;Suporte Tecnico;em_andamento;2026-04-13 09:50:40;"{""duracao_chamada_seg"": 556, ""fila_espera_seg"": 242, ""protocolo"": ""6520272026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 2}"
INT-008074;CLI-46653;telefone;Comercial;pendente;2026-10-19 00:17:52;"{""duracao_chamada_seg"": 497, ""fila_espera_seg"": 204, ""protocolo"": ""2371882026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 2}"
INT-008075;CLI-14850;telefone;Financeiro;cancelado;2026-05-21 07:20:59;"{""duracao_chamada_seg"": 230, ""fila_espera_seg"": 191, ""protocolo"": ""6474152026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 2}"
INT-008076;CLI-24132;email;Financeiro;em_andamento;2026-04-01 08:07:49;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 2902, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 21.44}"
INT-008077;CLI-57589;chat_site;Comercial;resolvido;2026-04-16 20:34:32;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.95.201"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 2}"
INT-008078;CLI-75579;telefone;Financeiro;em_andamento;2026-11-08 01:59:44;"{""duracao_chamada_seg"": 826, ""fila_espera_seg"": 233, ""protocolo"": ""1322872026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 0}"
INT-008079;CLI-69933;chat_site;Ouvidoria;cancelado;2026-07-07 19:03:16;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.113.3"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 3}"
INT-008080;CLI-55115;telefone;Comercial;pendente;2026-05-10 00:42:23;"{""duracao_chamada_seg"": 624, ""fila_espera_seg"": 242, ""protocolo"": ""9640702026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 3}"
INT-008081;CLI-80282;whatsapp;Ouvidoria;pendente;2026-07-12 06:29:59;"{""numero_origem"": ""+55319677495983"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 55, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-008082;CLI-44129;telefone;Comercial;cancelado;2026-04-08 09:18:47;"{""duracao_chamada_seg"": 392, ""fila_espera_seg"": 187, ""protocolo"": ""6020972026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 3}"
INT-008083;CLI-99341;chat_site;Financeiro;cancelado;2026-12-22 06:52:00;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.112.159"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 6}"
INT-008084;CLI-12303;whatsapp;Comercial;cancelado;2026-07-24 09:34:42;"{""numero_origem"": ""+55319682989123"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 118, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-008085;CLI-58949;whatsapp;Financeiro;pendente;2026-05-04 21:46:37;"{""numero_origem"": ""+55319444874050"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 126, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-008086;CLI-64295;email;Suporte Tecnico;pendente;2026-08-17 15:18:28;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 2129, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 19.4}"
INT-008087;CLI-79172;whatsapp;Comercial;cancelado;2026-09-21 13:08:17;"{""numero_origem"": ""+55119958286547"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 51, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-008088;CLI-17683;email;Ouvidoria;cancelado;2026-07-11 12:32:00;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 925, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 8.63}"
INT-008089;CLI-18048;email;Suporte Tecnico;pendente;2026-02-04 23:27:34;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 3892, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 10.78}"
INT-008090;CLI-43055;telefone;Comercial;em_andamento;2026-08-28 20:45:34;"{""duracao_chamada_seg"": 209, ""fila_espera_seg"": 178, ""protocolo"": ""9344962026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 0}"
INT-008091;CLI-61445;chat_site;Ouvidoria;em_andamento;2026-09-02 08:18:39;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.119.216"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 7}"
INT-008092;CLI-50459;telefone;Comercial;em_andamento;2026-08-12 11:00:09;"{""duracao_chamada_seg"": 704, ""fila_espera_seg"": 256, ""protocolo"": ""2838892026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 0}"
INT-008093;CLI-17203;chat_site;Financeiro;em_andamento;2026-01-15 09:07:22;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.139.107"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 3}"
INT-008094;CLI-61166;telefone;Comercial;em_andamento;2026-03-25 08:18:47;"{""duracao_chamada_seg"": 158, ""fila_espera_seg"": 136, ""protocolo"": ""7010142026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 3}"
INT-008095;CLI-39321;chat_site;Suporte Tecnico;resolvido;2026-09-23 15:17:24;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.237.71"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 2}"
INT-008096;CLI-38378;telefone;Suporte Tecnico;resolvido;2026-07-01 01:27:02;"{""duracao_chamada_seg"": 429, ""fila_espera_seg"": 105, ""protocolo"": ""8253332026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 0}"
INT-008097;CLI-31901;telefone;Suporte Tecnico;cancelado;2026-08-15 21:40:28;"{""duracao_chamada_seg"": 271, ""fila_espera_seg"": 203, ""protocolo"": ""9970342026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 3}"
INT-008098;CLI-47289;whatsapp;Ouvidoria;cancelado;2026-04-22 16:01:02;"{""numero_origem"": ""+55719190755000"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 79, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-008099;CLI-77729;chat_site;Comercial;em_andamento;2026-06-12 18:50:22;"{""browser"": ""Edge"", ""ip_origem"": ""192.168.140.26"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 8}"
INT-008100;CLI-71015;telefone;Financeiro;pendente;2026-11-24 00:01:17;"{""duracao_chamada_seg"": 308, ""fila_espera_seg"": 67, ""protocolo"": ""8413472026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 3}"
INT-008101;CLI-51408;whatsapp;Suporte Tecnico;cancelado;2026-04-05 02:47:39;"{""numero_origem"": ""+55419204293508"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 48, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-008102;CLI-82941;whatsapp;Ouvidoria;resolvido;2026-07-27 13:30:42;"{""numero_origem"": ""+55119852876331"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 128, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-008103;CLI-23247;chat_site;Financeiro;em_andamento;2026-06-05 01:09:33;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.72.226"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 1}"
INT-008104;CLI-18818;email;Ouvidoria;em_andamento;2026-12-08 07:25:06;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 2250, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 21.84}"
INT-008105;CLI-46379;whatsapp;Ouvidoria;resolvido;2026-05-17 08:10:26;"{""numero_origem"": ""+55119626989445"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 123, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
